nickname,title,description,url
你那里也下雪了吧,AI领域实战的基石 人工智能实战篇-自然语言处理顶尖专家 真正专家级面授实战课程,AI领域实战的基石 人工智能实战篇-自然语言处理顶尖专家 真正专家级面授实战课程,"https://download.csdn.net/download/qq_41972992/21463746?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-10-21463746-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
虚坏叔叔,百度AI人工智能模块源码,百度AI人工智能模块源码。 @懵懵懂懂小清新。,"https://download.csdn.net/download/huangbangqing12/85268761?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-11-85268761-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
结冰架构,人工智能时代公民个人信息的保护——以全国首例利用AI实施的特大侵犯公民个人信息案为视角.pdf,人工智能时代公民个人信息的保护——以全国首例利用AI实施的特大侵犯公民个人信息案为视角.pdf,"https://download.csdn.net/download/u013883025/20182116?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-12-20182116-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
passionSnail,清华大学AI人工智能概论课程 第4章 搜索技术 含习题 共34页 .pptx,清华大学AI人工智能概论课程列表，高等学校人工智能通识课规划内容  清华大学AI人工智能概论课程 第10章 建筑智能化技术 含习题 共35页 .pptx 清华大学AI人工智能概论课程 第1章 AI时代的起航 含习题 共56页 .pptx  ...,"https://download.csdn.net/download/qq_27595745/23983121?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-13-23983121-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
努力+努力=幸运,斯坦福HAI《2022人工智能指数报告》，了解AI八大态势进展,由斯坦福大学人工智能百年研究（AI100）推出的「人工智能指数」（AI Index）是一个追踪 人工智能行业动态与发展的非营利性项目，其研究覆盖了百年以来人工智能的总体情况， 目标是基于数据来推动人工智能的广泛交流...,"https://download.csdn.net/download/weixin_43909715/84995719?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-14-84995719-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,上海交大&机器之心-激活AI创新之源——人工智能开源开放发展报告-2020.7-65页精品报告2020.pdf,上海交大&机器之心-激活AI创新之源——人工智能开源开放发展报告-2020.7-65页精品报告2020.pdf,"https://download.csdn.net/download/xiaomaodiaoyu520/17346361?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-15-17346361-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
如此醉123,20201016-头豹研究院-人工智能行业：2020年中国AI开放平台行业概览.pdf,20201016-头豹研究院-人工智能行业：2020年中国AI开放平台行业概览.pdf,"https://download.csdn.net/download/qq_38412739/16554880?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-16-16554880-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
T0620514,兼谈人工智能量化多因子基金的特点：未来已来，AI_量化选股模型概览-20191009-华泰证券-12页.pdf,兼谈人工智能量化多因子基金的特点：未来已来，AI_量化选股模型概览-20191009-华泰证券-12页.pdf,"https://download.csdn.net/download/T0620514/21885233?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-17-21885233-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
安全方案,【重磅】2020-2021 AI人工智能技术领域/行业研究报告大合集（58份）.zip,重磅，2020-2021 AI人工智能技术领域/行业研究报告大合集，共58份。  2021年中国人工智能基础层行业发展研究报告 2021中国AI商业落地市场研究报告 2021中国新一代人工智能科技产业区域竞争力评价指数 2021中国新一代...,"https://download.csdn.net/download/goodxianping/33236018?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-18-33236018-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
passionSnail,清华大学AI人工智能概论课程 第9章 工业机器人技术 含习题 共58页 .pptx,清华大学AI人工智能概论课程列表，高等学校人工智能通识课规划内容  清华大学AI人工智能概论课程 第10章 建筑智能化技术 含习题 共35页 .pptx 清华大学AI人工智能概论课程 第1章 AI时代的起航 含习题 共56页 .pptx  ...,"https://download.csdn.net/download/qq_27595745/23983114?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-19-23983114-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
mylife512,2021AI顶会人工智能分析报告.pdf,2021AI顶会人工智能分析报告.pdf,"https://download.csdn.net/download/sysocc/72509701?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-20-72509701-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
passionSnail,清华大学AI人工智能概论课程 第6章 深度学习 含习题 共65页 .pptx,清华大学AI人工智能概论课程列表，高等学校人工智能通识课规划内容  清华大学AI人工智能概论课程 第10章 建筑智能化技术 含习题 共35页 .pptx 清华大学AI人工智能概论课程 第1章 AI时代的起航 含习题 共56页 .pptx  ...,"https://download.csdn.net/download/qq_27595745/23983117?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-21-23983117-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
吧唧你一口丶hi,人脸识别 | Java 实现 AI人工智能技术,人脸识别 | Java 实现 AI人工智能技术 - 人脸识别 -拉入及用  spring boot项目 前端+后端,"https://download.csdn.net/download/qq_42459147/11064822?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-22-11064822-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,人工智能AI深度学习视频教程和源代码17套,机器学习深度学习的视频教程和源码17套，人工智能AI入门必看！,"https://download.csdn.net/download/rainbowcoral/10814123?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-23-10814123-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
Reyes He,人工智能 AI 安防 行业发展研究报告,人工智能 AI 安防 行业发展研究报告 人工智能 AI 安防 行业发展研究报告,"https://download.csdn.net/download/weixin_43771678/10895323?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-24-10895323-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,人工智能-AI助力病历质控.pdf,人工智能-AI助力病历质控.pdf,"https://download.csdn.net/download/yingcai111/85343148?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-25-85343148-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
生生不息999,AICC2019人工智能计算大会资料,"人工智能计算导论.pdf,2019-2020中国人工智能计算力发展评估报告.pdf,Facebook深度学习发展与PyTorch创新.pdf,面向人脸识别超分辨率的竞赛.pdf,POWER9对AI平台建设实践分享.pdf,人工智能在半导体显示行业应用.pdf,...","https://download.csdn.net/download/zqjsjz/12060504?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-26-12060504-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
人丑就要多读书哈哈,AI人工智能,AI人工智能，人工智能（Artificial Intelligence），英文缩写为AI。它是研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学。,"https://download.csdn.net/download/u010017992/10745576?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-27-10745576-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
,20210718-华安证券-科技行业人工智能系列报告（七）：智慧医疗新赛道，AI赋能新场景.pdf,20210718-华安证券-科技行业人工智能系列报告（七）：智慧医疗新赛道，AI赋能新场景.pdf,"https://download.csdn.net/download/xiaomaodiaoyu520/20352188?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-28-20352188-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
报告掌观,麦肯锡：人工智能（AI）前沿报告,麦肯锡发布了 “人工智能（AI）前沿” 报告，人工智能工具和技术对业务和全球经济的影响一直是一个热门话题。而且，AI可能将推动人们的生活和工作方式发生前所未有的改变。  麦肯锡在报告中分析了三个重要发现：  ...,"https://download.csdn.net/download/dst1213/10748265?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-29-10748265-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
jwy2014,智东西公开课-嵌入式AI合辑第3讲课件-嵌入式AI应用开发对操作系统的要求与挑战-RT-Thread人工智能总监杨武....,智东西公开课-嵌入式AI合辑第3讲课件-嵌入式AI应用开发对操作系统的要求与挑战-RT-Thread人工智能总监杨武.pdf,"https://download.csdn.net/download/jwy2014/12296811?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026516782390582200%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026516782390582200&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~first_rank_ecpm_v1~rank_v31_ecpm-30-12296811-null-null.142^v32^control,185^v2^tag_show&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
ErrorError！,开启AI世界的大门 —— 从人工智能到计算机视觉,开启AI世界的大门 —— 从人工智能到计算机视觉 目录开启AI世界的大门 —— 从人工智能到计算机视觉1. 关于人工智能1.1 初识人工智能1.2 人工智能的三大核心要素1.3 人工智能关系圈2. 计算机视觉（Computer Vision）...,"https://blog.csdn.net/qq_50587771/article/details/124109105?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-1-124109105-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
快乐小码农,最新发布：2022斯坦福AI指数报告,文章目录最新发布：2022斯坦福AI指数报告Part 1：2022 AI指数报告八大要点1.AI领域的私人投资飙升，投资集中度加剧。2.美国和中国主导AI跨国合作。3.语言模型更强大，但也更有偏见。4.AI伦理兴起。5.AI变得更负担得...,"https://blog.csdn.net/u012744245/article/details/123786891?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-2-123786891-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
AI信仰者,AI人年度必看的222页报告！九大要点解读，中国AI论文引用首超美国,智东西3月4日消息，斯坦福大学刚刚发布一份222页的《2021年度AI指数报告》，从跨越十年的时间维度，对人工智能技术和产业的发展进行了分析解读。 这是人工智能学术人和产业人每年必看的一份报告。自2017年以来，...,"https://blog.csdn.net/qq_30803353/article/details/114393942?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-3-114393942-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
jacksong2021,人工智能产业链的三个核心，底层硬件、通用AI技术及平台、应用领域相关公司盘点, 据腾讯研究院统计，截至2017年6月，全球人工智能初创企业共计2617家。美国占据1078家居首，中国以592家...根据艾瑞咨询的数据，2020年全球人工智能市场规模约1190亿人民币，未来10年，人工智能将会是一个2000亿美元...,"https://blog.csdn.net/xingsongyu/article/details/89855763?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-4-89855763-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
hanniman_,重磅发布：《AI产品经理的实操手册（2021版）——AI产品经理大本营的4年1000篇干货合辑》（PDF）...,好事多磨，很多“AI产品经理大本营”成员和我都非常期待的这份重磅干货——《AI产品经理的实操手册（2021版）——AI产品经理大本营的4年1000篇干货合辑》（PDF），终于完成了。【为什...,"https://blog.csdn.net/pA2elX78qaJTADH/article/details/122465224?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-5-122465224-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
HouszChina,人工智能会超越人类智能吗？（Will Artificial Intelligence Surpass Human Intelligence?）,人工智能会超越人类智能吗？...摘要：人工智能（Artificial Intelligence，AI）作为一个热门话题，已经被应用于现代生活的方方面面，并且与其相关的各方面研究也正方兴未艾。然而，人工智能在不同...,"https://blog.csdn.net/HouszChina/article/details/83748203?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-6-83748203-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
Hermione Granger,AI(人工智能)的英文全称是什么?AI指什么?包含什么?,"AI(Artificial Intelligence,人工智能) .“人工智能”一词最初是在1956 年Dartmouth学会上提出的.从那以后,研究者们发展了众多理论和原理,人工智能的概念也随之扩展.人工智能是一门极富挑战性的科学,从事这项工作的...","https://blog.csdn.net/qq_29951485/article/details/88326793?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-7-88326793-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
蔚1,2017-2018 中国人工智能产业路线图,内容简介 十多年前，所有的公司都在进行互联网...如今，技术大潮再次汹涌澎湃，在大数据、计算力和深度学习算法的共同推动下，已经有60年历史的人工智能迎来了发展的最好时期。 此次 CSDN 发布了人工智能技术路线图...,"https://blog.csdn.net/valada/article/details/79910126?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-8-79910126-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
格物斯坦机器人,人工智能AI在国内交通领域中的应用,人工智能(AI)是指机器执行人类能够轻松完成的感知、推理、学习和解决问题等认知功能的能力。过去20年以来，由于互联网产生的海量数据的可用性，人工智能在全球范围内获得了关注。最近，使用高级算法处理这些数据给...,"https://blog.csdn.net/gstemG_maker/article/details/123431812?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-9-123431812-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
人工智能学家,18个顶级人工智能平台,来源：机器人小妹　很多时候企业拥有重复，乏味且困难的工作流程，这些流程往往会减慢生产速度并增加运营成本。为了降低生产成本，企业别无选择，只能自动化某些功能以降低生产成本。　通过数字化...,"https://blog.csdn.net/cf2SudS8x8F0v/article/details/107776556?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-10-107776556-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
deeplearninger,浅谈人工智能的伦理问题,与其他涉及人与AI技术二者之间交互的事件一样，此事件引发了人们对人工智能中道德和法律问题的思考。系统的程序员必须履行什么道德义务来阻止其研发产品导致人类的生命受到威胁？谁对赫兹伯格...,"https://blog.csdn.net/weixin_45890678/article/details/108226485?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-11-108226485-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
乐生活与爱IT,10个视频|AICC芯片创新技术论坛,2021.10.26，我很荣幸应邀在AICC 2021大会上AICC芯片创新技术 分论坛担任主持人，原本想逐一仔细再回看视频，写个综述，后来发现时间和沟通的工作量不小，先放出些视频，供感兴...,"https://blog.csdn.net/Urh3t1/article/details/121186714?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-12-121186714-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
AI每天一点点,2022年值得关注的 8 个人工智能趋势及中国人工智能行业发展情况,人工智能是Artificial Intelligence，英文缩写为AI。它是研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学。,"https://blog.csdn.net/Java_college/article/details/122895807?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-13-122895807-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
m0_68724617,2022-2028年中国医疗人工智能行业投资策略探讨及市场规模预测报告,第一章　医疗人工智能行业相关概述 1.1　医疗人工智能基本介绍 1.1.1　医疗人工智能的诞生 1.1.2　医疗人工智能发展阶段 1.1.3　医疗人工智能的构成要素 1.2　医疗人工智能的价值分析 1.2.1　缓解漏诊误诊..,"https://blog.csdn.net/m0_68724617/article/details/123877859?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-14-123877859-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
咸鱼箘,人工智能分级,人工智能分级 兄弟姐妹萌ლ(′◉❥◉｀ლ)，我老咸鱼又回来了！。,"https://blog.csdn.net/weixin_45020839/article/details/123664037?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-15-123664037-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
「已注销」,"AI(人工智能)的英文全称?AI指什么,包含什么?","AI(Artificial Intelligence,人工智能) .“人工智能”一词最初是在1956 年Dartmouth学会上提出的.从那以后,研究者们发展了众多理论和原理,人工智能的概念也随之扩展.人工智能是一门极富挑战性的科学,从事这项工作的...","https://blog.csdn.net/weixin_45071847/article/details/90600205?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-16-90600205-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
我爱计算机视觉,CPU、GPU、FPGA、ASIC等AI芯片特性及对比,作者：William来源：自动驾驶全栈工程师知乎专栏链接：https://www.zhihu.com/people/william.hyin/columns1、前言目前，智能驾驶领域在处...,"https://blog.csdn.net/moxibingdao/article/details/107572630?ops_request_misc=%257B%2522request%255Fid%2522%253A%2522165774026416782425182836%2522%252C%2522scm%2522%253A%252220140713.130102334.pc%255Fall.%2522%257D&request_id=165774026416782425182836&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~first_rank_ecpm_v1~pc_rank_34-17-107572630-null-null.142^v32^pc_rank_34,185^v2^control&utm_term=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD"
